"id_fuel_station","id_entity","id_department","fuel_station_name","direction","location","created_at","id_dept"
2308,7712,3,ESTACION DE SERVICIO RIOJA,AV. PETROLERA KM 4.5,POINT (-66.1379925 -17.4450822),2025-03-24 18:58:55.502,
2555,7812,3,EL MANANTIAL CENTRO DE SERVICIOS Y COMERCIO S.R.L.,AV. 6 DE AGOSTO # 159,POINT (-66.1550514 -17.412664),2025-03-24 18:58:55.502,
3124,30064,3,ESTACION DE SERVICIO TICTI S.R.L.,COCHABAMBA - AV. PETROLERA KM. 2 NRO S/N MZNO: 005 ZONA: TICTI SUD,POINT (-66.1501086 -17.4311736),2025-03-24 18:58:55.502,
2295,39464,3,ESTACION DE SERVICIO SEÑOR SANTIAGO SUCURSAL 1,AV. MELCHOR PEREZ DE OLGUIN ESQ. AV. CIRCUNVALACION,POINT (-66.1726928 -17.3602861),2025-03-24 18:58:55.502,
2416,7725,3,SURTIDOR NISSAN,COCHABAMBA - AV. PETROLERA KM 1 NRO S/N ZONA: SUD,POINT (-66.1521789 -17.4195787),2025-03-24 18:58:55.502,
2763,7843,3,ESTACION DE SERVICIO 24 DE SEPTIEMBRE S.R.L.,COCHABAMBA - AV. COBOCE -EL TAMBO-CAMINO IRPA IRPA NRO S/N ZONA: EL TAMBO,POINT (-66.2760272 -17.7248618),2025-03-24 18:58:55.502,
2877,7892,3,ESTACION DE SERVICIO ANITA,AVENIDA ELIODORO VILLAZON NRO. 5824 ZONA PUNTITI,POINT (-66.1001319 -17.3861457),2025-03-24 18:58:55.502,
2753,7891,3,ESTACION DE SERVICIO CHIMORE,CARRETERA NUEVA COCHABAMBA - STA CRUZ KM 198 LOCALIDAD CHIMORE,POINT (-65.1609241 -16.9963069),2025-03-24 18:58:55.502,
2648,7957,3,AUTOMOVIL CLUB BOLIVIANO FILIAL COCHABAMBA - UNIDAD CARBURANTES S.R.L.,COCHABAMBA - AVENIDA BLANCO GALINDO KM. 1 1/2 Nro 171 EDIFICIO: AUTOMOVIL CLUB PISO: PRIMER ZONA: HIPODROMO,POINT (-66.1741594 -17.3934068),2025-03-24 18:58:55.502,
3102,19021,3,ESTACION DE SERVICIO PANAMERICANA SUCURSAL COCHABAMBA,COCHABAMBA - AVENIDA TADEO HAENKE ESQ. CALLE ISMAEL CESPEDES S/N,POINT (-66.183007 -17.383223),2025-03-24 18:58:55.502,
3012,15494,3,ESTACION DE SERVICIO EQGAS S.R.L.,CALLE TTE. LUCIO CANEDO S/N,POINT (-65.841989 -17.541892),2025-03-24 18:58:55.502,
3077,7884,3,ESTACION DE SERVICIO CITY TRUCK FH S.R.L.,AV. VILLAZON KM 10.5,POINT (-66.0524195 -17.3985383),2025-03-24 18:58:55.502,
3134,16269,3,ESTACION DE SERVICIO SAN JUAN BAUTISTA S.R.L.,AVENIDA GUAYACAN NRO S/N  ZONA: VILLA EUCALIPTOS NORTE,POINT (-66.1199884 -17.422894),2025-03-24 18:58:55.502,
2640,7854,3,COMPAÑIA COMERCIAL DE GAS COMPRIMIDO CGC SRL,CARRETERA CONFITAL KM 19 1/2,POINT (-66.331176 -17.408221),2025-03-24 18:58:55.502,
4029,1712,3,ESTACION DE SERVICIO LORETO S.R.L.- SUCURSAL COCHABAMBA I,AV. PANAMERICANA ENTRE SANTA BARBARA Y SANTA INES,POINT (-66.1622075 -17.4387464),2025-03-24 18:58:55.502,
2305,7669,3,CARRASCO S.R.L. COMERCIALIZADORA DE HIDROCARBUROS,COCHABAMBA- CALLE CHIRIGUANO ESQ. LAIME Nro 42: ZONA SARCOBAMBA,POINT (-64.5189559 -17.205887),2025-03-24 18:58:55.502,
2951,8066,3,SURTIDOR CAMPERO,AV BOLIVAR NRO S/N ZONA EL RETIRO,POINT (-65.1788316 -18.1971489),2025-03-24 18:58:55.502,
2417,7868,3,ISABEL CHAVEZ,AV. PETROLERA KM 9 ZONA: USPA-USPA.,POINT (-65.9797547 -17.3800664),2025-03-24 18:58:55.502,
2633,8021,3,CENTRO DE SERVICIO PORTALEZ SRL,AV. SANTA CRUZ NRO 1400,POINT (-66.1567481 -17.3746605),2025-03-24 18:58:55.502,
3081,20238,3,CHIÑATA S.R.L.,SACABA - CARRETERA NUEVA SANTA CRUZ KM 20 NRO S/N ZONA: SAN GANGOCHE,POINT (-65.9991736 -17.4075785),2025-03-24 18:58:55.502,
2942,7663,3,ESTACION DE SERVICIO LA MERCED S.R.L.,COCHABAMBA - AV. COBOCE Nro S/N ZONA: IRPA IRPA,POINT (-66.2835453 -17.7213732),2025-03-24 18:58:55.502,
3005,7926,3,ESTACION DE SERVICIO SANTA MONICA S.R.L.,AVENIDA MELCHOR PEREZ DE OLGUIN NRO 279 ANTES DE LLEGAR A LA  SIMON LOPEZ A MEDIA CUADRA  ZONA NORESTE,POINT (-66.1757811 -17.3668477),2025-03-24 18:58:55.502,
2228,7673,3,KHORA ESTACION DE SERVICIO,AV. KHORA Y CALLE ENRIQUE FIEBIK NO. S/N ZONA: TIQUIPAYA,POINT (-66.2142654 -17.3393366),2025-03-24 18:58:55.502,
2954,8092,3,ESTACION DE SERVICIO EPIZANA,CALLE MERCEDES ANAYA S/N ZONA EPIZANA,POINT (-65.2325892 -17.6342577),2025-03-24 18:58:55.502,
2769,7724,3,ESTACION DE SERVICIO PAROTANI S.R.L.,COCHABAMBA - CARRETERA CONFITAL QUILLACOLLO- ORURO KM. 37 S/N ZONA PAROTANI,POINT (-66.3433721 -17.5606689),2025-03-24 18:58:55.502,
2910,4973,3,IVIRGARZAMA,IVIRGARZAMA - COCHABAMBA,POINT (-64.866687 -17.0398465),2025-03-24 18:58:55.502,
2800,7737,3,SURTIDOR VILLA OBRAJES,AV. BARRIENTOS KM 17 1/2 ZONA: VILLA OBRAJES S/N,POINT (-66.0185646 -17.4050828),2025-03-24 18:58:55.502,
2853,11965,3,ESTACION DE SERVICIO 20 DE DICIEMBRE,CALLE 20 DE DICIEMBRE S/N ZONA IQUIRCOLLO,POINT (-66.2755309 -17.3902432),2025-03-24 18:58:55.502,
2946,8041,3,ESTACION DE SERVICIO ALEX,KM 222 CARRETERA COCHABAMBA SANTA CRUZ LOCALIDAD IVIRGARZAMA CARRASCO PUERTO VILLARROEL,POINT (-66.0786438 -16.165878),2025-03-24 18:58:55.502,
3090,16198,3,ESTACION DE SERVICIO CHULLPANI,COLOMI - CARRETERA NUEVA A SANTA CRUZ KM 42 S/N ZONA CHULLPANI,POINT (-65.8479499 -17.3571306),2025-03-24 18:58:55.502,
2829,7881,3,INVERSIONES VALLE SUR S.A.,PASAJEE TARIJA NRO S/N  EDIFICIO PRESIDENTE  PISO  PB ZONA NORTE,POINT (-66.0239772 -17.6119443),2025-03-24 18:58:55.502,
3140,17727,3,ESTACION DE SERVICIO IQUIRCOLLO S.R.L. SUCURSAL,QUILLACOLLO - CALLE  SANTA CRUZ  ENTRE  CALLE INNOMINADA S/N,POINT (-66.2838204 -17.3829451),2025-03-24 18:58:55.502,
3050,15646,3,ESTACION DE SERVICIO COCHABAMBA S.R.L. SUCURSAL II,AV. CIRCUNVALACION II S/N,POINT (-66.1730648 -17.347014),2025-03-24 18:58:55.502,
2408,8084,3,ESTACION DE SERVICIO MONTERREY S.R.L.,AV. BLANCO GALINDO KM 6.7 ZONA: SANTA ROSA,POINT (-66.219124 -17.3922171),2025-03-24 18:58:55.502,
3158,14867,3,ESTACION DE SERVICIO TRANS NACIONAL ETERAZAMA S.A.,CARRETERA VILLA TUNARI - ETERAZAMA KM 28,POINT (-65.4218902 -16.8889664),2025-03-24 18:58:55.502,
2612,9159,3,GASNOR SERVICIOS PETROLEROS S.R.L. GASNOR S.R.L.,COCHABAMBA -AV. PANAMERICA NRO S/N ZONA:SUD,POINT (-66.1603725 -17.432796),2025-03-24 18:58:55.502,
2651,7929,3,EL VIAJERO COMBUSTIBLE Y SERVICIOS S.R.L.,AV. ALBINA PATIÑO KM 16.5 ESQ. CALLE ROSAS,POINT (-66.3207946 -17.3959348),2025-03-24 18:58:55.502,
2462,57136,3,ESTAGAS SOCIEDAD DE RESPONSABILIDAD LIMITADA ESTAGAS S.R.L.,COCHABAMBA - AV. PETROLERA KM 1 NRO 2827 ESQ. SAMAYPATA ZONA SUD,POINT (-66.15268 -17.42047),2025-03-24 18:58:55.502,
2789,8053,3,ESTACION DE SERVICIO COODPE,COCHABAMBA - CARRETERA CBBA - SANTA CRUZ KM.43 NRO S/N ZONA PARACAYA,POINT (-65.8560062 -17.5147628),2025-03-24 18:58:55.502,
3237,64772,3,LA PATRIA S.R.L.,CHAPISIRCA NRO. SN ZONA CHILIMARCA,POINT (-66.19041 -17.34876),2025-03-24 18:58:55.502,
3234,66283,3,PETROCEL S.R.L.,AV. ERNESTO CESPEDES NRO. SIN NUMERO ZONA CENTRAL,POINT (-66.36018 -17.38434),2025-03-24 18:58:55.502,
2597,8083,3,TERMINAL DE BUSES COCHABAMBA S.A.,AV. AYACUCHO Nro S/N EDIFICIO: TERMINAL DE BUSES ZONA: SUD,POINT (-66.1575588 -17.4033052),2025-03-24 18:58:55.502,
2782,26035,3,ESTACION DE SERVICIO ITAPAYA,COCHABAMBA- CARRETERA A CAPINOTA KM. 39 Nro S/N EDIFICIO : ESTACION DE SERVICIO ITAPAYA ZONA: TAJRA - ITAPAYA,POINT (-66.3407632 -17.5806902),2025-03-24 18:58:55.502,
2486,7740,3,VENICIA ALANEZ JIMENES,AV. ECOLOGICA S/N ZONA TROJES,POINT (-66.1999537 -17.346984),2025-03-24 18:58:55.502,
3133,27416,3,ESTACION DE SERVICIO PAREDES VALLEJOS,COCHABAMBA - AV. MONSEÑOR WALTER ROSALES KM 30 Nro S/N ZONA: VILLA GRACIELA,POINT (-65.9366661 -17.56025),2025-03-24 18:58:55.502,
2740,7900,3,SILVIA ELIZABETH CESPEDES AGUILAR,COCHABAMBA - CARRETERA A SANTA CRUZ KM 220 NRO S/N ZONA: IVIRGARZAMA,POINT (-64.8616689 -17.0453354),2025-03-24 18:58:55.502,
2866,8113,3,SURTIDOR DE GASOLINA Y DIESEL COLOMI,COCHABAMBA CARRETERA CHAPARE KM 45 NRO S/N ZONA COLOMI,POINT (-65.8685316 -17.3337836),2025-03-24 18:58:55.502,
3044,61875,3,LOS LAURELES, AV. DORBIGNI ESQ. CHIRIGUANOS,POINT (-66.19217 -17.38642),2025-03-24 18:58:55.502,
3135,22744,3,ESTACION DE SERVICIO PARAJE 24.7 S.R.L.- SUCURSAL COCHABAMBA I,AVENIDA VICTOR USTARIZ KM.11.5 ZONA PIÑAMI	,POINT (-66.2591986 -17.3936186),2025-03-24 18:58:55.502,
3212,38127,3,"ESTACION DE SERVICIO ""POJO""",POJO - LC POJO NRO S/N UV: S/N MZNO: S/N  ZONA: POJO,POINT (-64.855535 -17.763298),2025-03-24 18:58:55.502,
2959,7959,3,ESTACION DE SERVICIO LOS LIBERTADORES S.R.L.,AV.SILES Y PARACAYA S/N ZONA: MUYU HUYO,POINT (-65.8513061 -17.5312364),2025-03-24 18:58:55.502,
2455,7813,3,ESTACION DE SERVICIO LOS ALAMOS,AVENIDA BLANCO GALINDO  KILOMETRO 3 1/2  ESQUINA CALLE LOS ALAMOS  NRO S/N VILLA BUSCH NORTE,POINT (-66.1889949 -17.3925976),2025-03-24 18:58:55.502,
2556,7834,3,ESTACION DE SERVICIO AYACUCHO,COCHABAMBA - AV. AYACUCHO NRO 894 ZONA CENTRAL NORTE,POINT (-66.1605249 -17.3828462),2025-03-24 18:58:55.502,
2584,8068,3,ESTACION DE SERVICIO EL TROPICO SRL,AV. INTEGRACION KM 159 VILLA TUNARI,POINT (-65.4279702 -16.9795769),2025-03-24 18:58:55.502,
4023,8067,3,ESTACION DE SERVICIO FATIMA S.R.L.,CARRETERA COCHABAMBA-SANTA CRUZ KM 180 S/N SHINAHOTA,POINT (-65.2570371 -16.9934356),2025-03-24 18:58:55.502,
3168,38422,3,CENTRO DE SERVICIOS PETROCEL,ERNESTO CESPEDES S/N - QUILLACOLLO,POINT (-66.2860897 -17.3960518),2025-03-24 18:58:55.502,
2794,8987,3,ESTACION DE SERVICIO COCHABAMBA S.R.L.,AV. MELCHOR PEREZ DE OLGUIN S/N  ZONA CHIMBA,POINT (-66.1825494 -17.4011468),2025-03-24 18:58:55.502,
3066,17484,3,"ESTACION DE SERVICIO ""LOS ALPES""",CERCADO - AV. VILLAZON NRO S/N ZONA: MUYURINA,POINT (-66.1362185 -17.3753363),2025-03-24 18:58:55.502,
3192,60287,3,ESTACION DE SERVICIO DELAASUNCION-AMERICA S.R.L.,AV. AMERICA ESQUINA DANIEL ALBORNOZ NRO. S/N MZNO: 064 ZONA: NOROESTE,POINT (-66.16903 -17.37233),2025-03-24 18:58:55.502,
3023,8070,3,ESTACION DE SERVICIO TRANS TRICOLOR NACIONAL S.A.,COCHABAMBA CARRETERA A TRINIDAD KM 51 S/N ZONA ETERAZAMA,POINT (-65.5410712 -16.8231239),2025-03-24 18:58:55.502,
2792,8873,3,ESTACION DE SERVICIO SAN MATEO S.R.L.,COCHABAMBA - CARRETERA CBBA-SANTA CRUZ KM. 160 NRO S/N ZONA: VILLA TUNARI,POINT (-65.4217511 -16.9758809),2025-03-24 18:58:55.502,
3251,64709,3,ESTACION DE SERVICIO VIRGEN DE LAS ANGUSTIAS S.R.L.,CAMINO A TIRAQUE NRO. 00 ZONA SUD,POINT (-65.81434 -17.45525),2025-03-24 18:58:55.502,
2652,7776,3,ESTACION DE SERVICIO LAS PALMERAS S.R.L.,COCHABAMBA - AV. GENERAL CAMPERO ESQ. AV. USTARIZ NRO S/N ZONA: CHIMBA,POINT (-66.1708979 -17.3963452),2025-03-24 18:58:55.502,
2729,7683,3,ESTACION DE SERVICIO AEROPUERTO SRL.,AV. 6 DE AGOSTO Y LUIS URIONA S/N,POINT (-66.1729364 -17.4086919),2025-03-24 18:58:55.502,
2523,7699,3,ESTACION DE SERVICIO DORBIGNI,AV. DORBIGNI NRO 1201 ZONA VILLA GALINDO,POINT (-66.167336 -17.3875782),2025-03-24 18:58:55.502,
3116,58094,3,SUCURSAL NRO 1,"AV. CHAPISIRCA ENTRE CALLE LITORAL Y CIUDAD DEL NIÑO, ZONA: CHILIMARCA",POINT (-66.22242 -17.54174),2025-03-24 18:58:55.502,
3098,7727,3,ESTACION DE SERVICIO REFINERIA,COCHABAMBA - AVENIDA SIGO XX NRO 500 ZONA: VALLE HERMOSO,POINT (-66.1249643 -17.4479),2025-03-24 18:58:55.502,
2658,8011,3,ESTACION DE SERVICIO TRANS SACABA S.A.,CALLE AYACUCHO NRO 700 ZONA MIRAFLORES,POINT (-66.0465662 -17.4005138),2025-03-24 18:58:55.502,
2562,8009,3,ESTACION DE SERVICIO PUNATA,AV. SILES NO.10 PUNATA,POINT (-65.8483072 -17.5392932),2025-03-24 18:58:55.502,
3073,18862,3,ESTACION DE SERVICIO FOX J.G.J S.R.L.,AV INTEGRACION CARRETERA CBBA-SANTA CRUZ KM 158,POINT (-65.4476406 -17.0099051),2025-03-24 18:58:55.502,
3149,41702,3,SUCURSAL COCHABAMBA,"COCHABAMBA - AV. PANAMERICANA S/N, ZONA: BULO BULO - ENTRE RIOS",POINT (-64.3632164 -17.2531622),2025-03-24 18:58:55.502,
2522,50330,3,ESTACION DE SERVICIO CAPITAN VICTOR USTARIZ,AVENIDA CAPITAN USTARIZ KM. 51/2 NRO S/N ZONA COÑA COÑA SUD,POINT (-66.2035 -17.39682),2025-03-24 18:58:55.502,
3211,47967,3,GUADELOUPE GROUP S.R.L.,SACABA-AV. CIRCUNVALACION Nro S/N UV. S/N MZO. 8 ZONA MESADILLA,POINT (-66.11232 -17.37278),2025-03-24 18:58:55.502,
3213,49505,3,INVERSIONES Y SERVICIOS TRUJILLO ORELLANA S.R.L.,AV. PANAMERICANA L.C LAUCA NRO. S/N ZONA LAUCA EÑE,POINT (-65.213188 -16.99313),2025-03-24 18:58:55.502,
3194,54631,3,ESTACION DE SERVICIO RG YOSITA,AV. FUERZA AEREA ESQ. AV. DEL CABILDO NRO. 2433 ZONA ZUD JAYHUAYCO,POINT (-66.15834 -17.41592),2025-03-24 18:58:55.532,
2641,1067,4,DISTRIGAS ESTACION DE SERVICIO 6 DE AGOSTO (SUCURSAL CARACOLLO),CARACOLLO - AV. PANAMERICANA,POINT (-67.2140546 -17.6480082),2025-03-24 18:58:55.560,
2636,1064,4,DISTRIGAS ESTACION DE SERVICIO 6 DE AGOSTO (SUCURSAL 6 DE AGOSTO II),AVENIDA CIRCUNVALACION Nro 100,POINT (-67.093528 -17.9575157),2025-03-24 18:58:55.560,
2585,7862,4,DISTRIGAS ESTACION DE SERVICIO 6 DE AGOSTO,CALLE VELASCO GALVARRO ESQUINA OBLITAS NRO 138 ZONA: CENTRAL,POINT (-67.1062754 -17.9592461),2025-03-24 18:58:55.560,
3001,4967,4,MORELA,AV. 6 DE OCTUBRE ESQ. HEROES DEL CHACO ZONA NORTE,POINT (-67.1080151 -17.9474539),2025-03-24 18:58:55.560,
3007,7706,4,SOCIEDAD COMERCIAL E INDUSTRIAL BOLIVIANA SOCINBOL S.R.L,CARRETERA ORURO POTOSI KM 9.5 ZONA VICHULOMA,POINT (-67.0324895 -18.0161725),2025-03-24 18:58:55.560,
2720,7720,4,ESTACION DE SERVICIO HECTOR CARLOS FAJARDO MENDOZA,AV. ALTO DE LA ALIANZA SALAMANCA Y PASAJE AVAROA S/N ZONA NORTE,POINT (-66.766162 -18.890151),2025-03-24 18:58:55.560,
2886,4966,4,CINCO ESQUINAS,AV. 6 DE OCTUBRE ENTRE CAMPO JORDAN Y SANTA CRUZ ZONA NORTE,POINT (-67.1090343 -17.9541698),2025-03-24 18:58:55.560,
3000,4965,4,SAN PEDRO ORURO,AV. TOMAS BARRON ESQ. MIRAFLORES ZONA NORTE,POINT (-67.1149251 -17.9378143),2025-03-24 18:58:55.560,
2672,7786,4,ESTACION DE SERVICIO INTERNACIONAL EXCEL S.R.L.,AVENIDA DEHENE S/N SANTA CRUZ Y ANTOFAGASTA,POINT (-67.1354663 -18.0015104),2025-03-24 18:58:55.560,
2549,7851,4,ESTACION DE SERVICIO DELMAR,SANTIAGO DE HUARI - AV. SEBASTIAN PAGADOR NRO S/N MZNO: S/N ZONA: NORTE,POINT (-66.7757258 -19.0076296),2025-03-24 18:58:55.560,
2644,16719,4,DISTRIGAS ESTACION DE SERVICIO 6 DE AGOSTO (SUCURSAL TACNA),CALLE JOSE MARIA DALENCE ESQ. PROLONGACION EUSEBIO LIRA,POINT (-67.0999381 -17.9606204),2025-03-24 18:58:55.560,
2650,7765,4,ESTACION DE SERVICIO ECG OCOTAVI,ORURO - CARRETERA ORURO COCHABAMBA KM 35 Nro S/N ZONA NORTE,POINT (-67.0466601 -17.6663169),2025-03-24 18:58:55.560,
2353,11806,4,QV2 SERVICE,CARRETERA ORURO - VINTO KM.1 Nro S/N ZONA: ESTE,POINT (-67.0872 -17.9732198),2025-03-24 18:58:55.560,
3034,8182,4,ESTACION DE SERVICIO ESPAÑA,AVENIDA ESPAÑA NRO 43 Y CIRCUNVALACION UV: S/N MZNO: S/N ZONA: SUD,POINT (-67.1379239 -17.9766583),2025-03-24 18:58:55.560,
2355,7791,4,"ESTACION DE SERVICIO ""ATLANTIDA"" S.R.L.",ORURO - AV. ESPAÑA ESQ. LA SALLE S/N UB: S/N MZNO: S/N   ZONA: SUD,POINT (-67.1258911 -17.9807966),2025-03-24 18:58:55.560,
2589,7658,4,ESTACION DE SERVICIO GRAN PODER,PAZ A CARRETERA PANAMERICANA ORURO - POTOSI Nro S/N ZONA: NORTE,POINT (-66.9248102 -18.5931053),2025-03-24 18:58:55.560,
2564,7718,4,ESTACION DE SERVICIO NUESTRA SEÑORA DEL SOCAVON,AV. TOMAS BARRON Y CIRCUNVALACION N S/N ZONA NORTE,POINT (-67.1196353 -17.9273092),2025-03-24 18:58:55.560,
2674,731,4,ESTACION DE SERVICIO INTERNACIONAL EXCEL S.R.L. - NORTE,CARRETERA ORURO LA PAZ KM. 3 COMPRENSION CALA CAJA ZONA NORTE,POINT (-67.121199 -17.9187956),2025-03-24 18:58:55.560,
3125,54420,4,HUANUNI,CARRETERA HUANUNI ORURO S/N,POINT (-66.86193 -18.26964),2025-03-24 18:58:55.560,
2348,7705,4,"ESTACION DE SERVICIO ""FOR-CE"" S.R.L.",ZONA SACSANI KM. 2 LOCALIDAD DE HUANUNI - DPTO. DE ORURO,POINT (-66.8523236 -18.2788994),2025-03-24 18:58:55.560,
2624,7943,4,PANAMERICANA INTERNACIONAL SRL. PAINTER SRL.,CARRETERA TAMBO QUEMADO,POINT (-69.0062857 -18.279114),2025-03-24 18:58:55.560,
2357,7734,4,"ESTACION DE SERVICIO ""LUCIFER""","ORURO-CIRCUNVALACION CALLE ""A"" NRO 80 ZONA NORESTE",POINT (-67.1004045 -17.9445196),2025-03-24 18:58:55.560,
3015,7890,4,ESTACION DE SERVICIO EUCALIPTUS S.R.L.,CALLE ORURO FINAL NORTE NRO S/N ,POINT (-67.5032793 -17.5902249),2025-03-24 18:58:55.560,
3236,73162,4,ESTACION DE SERVICIO AZANAQUE S.R.L.,CARRETERA PANAMERICANA CHALLAPATA-POTOSI KM 1 NRO. SIN NRO MERO ZONA ALTO DE LA ALIANZA,POINT (-66.7605 -18.88108),2025-03-24 18:58:55.560,
2684,7930,4,ESTACION DE SERVICIO NIÑO SALVADOR LTDA.,AV. CIRCUNVALACION Y DEHENE Nro 117,POINT (-67.135174 -17.9857897),2025-03-24 18:58:55.560,
2577,7886,4,"ESTACION DE SERVICIO ""R.&T."" S.R.L.",ORURO AV. ANTOFAGASTA S/N ZONA SUD,POINT (-67.659668 -19.6659528),2025-03-24 18:58:55.560,
2535,9458,4,ESTACION DE SERVICIO R Y G CIRCUNVALACION S.R.L.,AV. CIRCUNVALACION Y FINAL BENI,POINT (-67.0984532 -17.9482802),2025-03-24 18:58:55.560,
3091,27919,4,ESTACION DE SERVICIO ROSMERY ROXANA MENDOZA PE�ALOZA,ORURO - LOCALIDAD DE CHALLAPATA,POINT (-66.7788479 -18.8930421),2025-03-24 18:58:55.560,
2692,7941,4,ESTACION DE SERVICIO VINTO E S VINTO,CARRETERA VINTO KM. 3.5 NRO S/N,POINT (-67.0605576 -17.9768031),2025-03-24 18:58:55.560,
2605,7703,4,"EMPRESA COMERCIALIZADORA DE CARBURANTES ORURO S.R.L. ""ECCO"" S.R.L.",AV. CIRCUNVALACION ESQ. PROLONGACION VILLARROEL S/N,POINT (-67.0921567 -17.9635864),2025-03-24 18:58:55.560,
2637,10206,4,ESTACION DE SERVICIO EBEN - EZER,AV. 24 DE JUNIO KM 5,POINT (-67.0595169 -17.9771194),2025-03-24 18:58:55.560,
2356,7789,4,"ESTACION DE SERVICIO ""NICTINA"" S.R.L.",ORURO - CAMINO A CAPACHOS KILOMETRO 1 1/2 ENTRE CALLE 3 Y CALLE K NRO S/N MZNO: S/N ZONA: NORTE,POINT (-67.0932275 -17.9363408),2025-03-24 18:58:55.560,
2638,7722,4,ESTACION DE SERVICIO ?DON CARLOS? S.R.L.,"CHALLAPATA-CARRETERA PANAMERICANA, CHALLAPATA POTOSI KILOMETRO 1 NO S/N MZNO: S/N ZONA: ALTO DE LA ALIANZA",POINT (-66.7644209 -18.8877858),2025-03-24 18:58:55.560,
2595,7704,4,ESTACION DE SERVICIO PISIGA,ORURO - AV. INTERNACIONAL POBLACION DE PISIGA BOLIVAR Nro S/N ZONA: ESTE,POINT (-68.6138834 -19.2813284),2025-03-24 18:58:55.560,
2618,8073,5,DISTRIGAS,AV. FERROVIARIA S/N/ ZONA LOS ANDES/UYUNI,POINT (-65.5930078 -22.0812572),2025-03-24 18:58:55.618,
2645,7858,5,ESTACION DE SERVICIO POTOSI,AV. CIRCUNVALACION ESQ. FINAL CHAYANTA S/N/ZONA SAN ROQUE/CIUDAD DE POTOSI,POINT (-65.7489917 -19.5725356),2025-03-24 18:58:55.618,
2883,5001,5,ANTOFAGASTA,AV. ANTOFAGASTA,POINT (-65.5984855 -22.0826773),2025-03-24 18:58:55.618,
3071,4968,5,UNCIA,AV. SUCRE,POINT (-66.565963 -18.4647997),2025-03-24 18:58:55.618,
2514,7747,5,"ESTACION DE SERVICIO ""MONTE ROCA"" PRODUCTOS Y SERVICIOS",AV. LAS BANDERAS S/N ZONA: NUEVA TERMINAL,POINT (-65.7619363 -19.5594088),2025-03-24 18:58:55.618,
2888,7557,5,UYUNI,BARRIO PETROLERO CALLE LITORAL S/N,POINT (-66.8154761 -20.4549483),2025-03-24 18:58:55.618,
3004,4999,5,BETANZOS,CALLE CHORRILLOS,POINT (-65.4415639 -19.5526664),2025-03-24 18:58:55.618,
2425,7947,5,"ESTACION DE SERVICIO ""VILLAZON""",ZONA NOR ESTE CALLE SUIPACHA ESQUINA COBIJA S/N,POINT (-65.5930078 -22.0812572),2025-03-24 18:58:55.618,
2957,8081,5,HOTEL DE SAL PLAYA BLANCA,CALLE MEXICO Nro 117/ZONA BARRIO OBRERO/UYUNI,POINT (-66.9326197 -20.3048012),2025-03-24 18:58:55.618,
3175,4997,5,TERMINAL DE BUSES,AV. UNIVERISTARIA BARRIO SAN CLEMENTE,POINT (-65.7650928 -19.5782781),2025-03-24 18:58:55.618,
2885,5000,5,ALLITA,CARRETERA ATOCHA-TUPIZA,POINT (-66.2015076 -20.7561139),2025-03-24 18:58:55.618,
2346,7822,5,ESTACION DE SERVICIO SEÑOR DE LA VERACRUZ S.R.L.,AV. CRICUNVALACION S/N/ZONA PAMPA INGENIO/CIUDAD DE POTOSI,POINT (-65.7392421 -19.5934524),2025-03-24 18:58:55.618,
2481,7792,5,ESTACION DE SERVICIO CANTUMARCA,"AV. FINAL LA PAZ ""CANTUMARCA""",POINT (-65.7821187 -19.581996),2025-03-24 18:58:55.618,
3062,13825,5,SAN CRISTOBAL S.R.L.,"CALLE CAMACHO ESQ. PEREZ, ZONA CENTRAL DE LA CIUDAD DE UYUNI",POINT (-66.8303538 -20.4549066),2025-03-24 18:58:55.618,
3136,39639,5,ESTACION DE SERVICIOS PETRO CENTER,AV. JOSE LUIS SAN JUAN GARCIA NRO. S/N ZONA CHAJRAHUASI,POINT (-65.7135576 -21.4458589),2025-03-24 18:58:55.618,
2960,8038,5,TRES GIGANTES LIMITADA,LA PAZ - CALLE 15 Nro S/N EDIFICIO: TORRE KETAL PISO: 5 ZONA: CALACOTO,POINT (-67.1684521 -21.1569188),2025-03-24 18:58:55.618,
2338,7894,5,ESTACION DE SERVICIO CONTRERAS,CARRETERA POTOSI SUCRE KM 47,POINT (-65.4633749 -19.5525017),2025-03-24 18:58:55.618,
3174,54422,5,LLALLAGUA I,"PROVINCIA RAFAEL BUSTILLOS, CARRETERA LLALLAGUA - ORURO, ENTRE DIAGONAL JAIME MENDOZA DEL DEPARTAMENTO DE POTOSI",POINT (-66.58382 -18.41907),2025-03-24 18:58:55.618,
3047,4969,5,LLALLAGUA,AV. 23 DE MARZO,POINT (-66.5839153 -18.4198306),2025-03-24 18:58:55.618,
2537,1450,5,ESTACION DE SERVICIO SUPER GRIFO,CARRETERA POTOSI TARIJA/LOCALIDAD DE CUCHU INGENIO/POTOSI,POINT (-65.681465 -19.8802001),2025-03-24 18:58:55.618,
2727,7944,5,ESTACION DE SERVICIO 20 DE MAYO LTDA.,AV. ANTOFAGASTA S/N FINAL,POINT (-65.5954448 -22.0715781),2025-03-24 18:58:55.618,
3003,4998,5,VILLA IMPERIAL,AV. CIVICA S/N ZONA WENCEDLAO ALBA,POINT (-65.7558331 -19.5835833),2025-03-24 18:58:55.618,
